Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Chromosome/scaffold name
ENSG00000268535	ENSG00000268535.1	MTDHP4	21709522	19
ENSG00000268117	ENSG00000268117.1	VN1R84P	21719801	19
ENSG00000100867	ENSG00000100867.14	DHRS2	23630115	14
ENSG00000042304	ENSG00000042304.11	C2orf83	227610090	2
ENSG00000267231	ENSG00000267231.1	AC005786.2	3558015	19
ENSG00000258925	ENSG00000258925.2	NPM1P5	92285841	15
ENSG00000266959	ENSG00000266959.1	AC005786.1	3568120	19
ENSG00000258761	ENSG00000258761.1	AC116903.1	92162798	15
ENSG00000213463	ENSG00000213463.5	SYNJ2BP	70366499	14
ENSG00000279590	ENSG00000279590.1	AC005786.4	3567278	19
ENSG00000260661	ENSG00000260661.1	AC116903.2	92148752	15
ENSG00000254646	ENSG00000254646.1	OR8B10P	124516311	11
ENSG00000267436	ENSG00000267436.1	AC005786.3	3544199	19
ENSG00000215217	ENSG00000215217.7	C5orf49	7830378	5
ENSG00000258726	ENSG00000258726.1	DUXAP6	92281484	15
ENSG00000146592	ENSG00000146592.17	CREB5	28299321	7
ENSG00000215310	ENSG00000215310.2	AL050305.1	33410944	X
ENSG00000287700	ENSG00000287700.1	AL591378.1	33718958	X
ENSG00000176463	ENSG00000176463.14	SLCO3A1	91853708	15
ENSG00000284631	ENSG00000284631.1	SCYGR4	227616998	2
ENSG00000272810	ENSG00000272810.1	U91328.3	26013241	6
ENSG00000259033	ENSG00000259033.2	AL356804.1	70255629	14
ENSG00000235397	ENSG00000235397.1	EPN2-AS1	19296596	17
ENSG00000240729	ENSG00000240729.1	AC146507.2	177264766	5
ENSG00000236116	ENSG00000236116.1	AC064853.1	227616998	2
ENSG00000286634	ENSG00000286634.1	AC146507.3	177260340	5
ENSG00000281856	ENSG00000281856.1	AC106017.2	19219143	17
ENSG00000232351	ENSG00000232351.1	HLA-DQB1-AS1	32690654	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000284704	ENSG00000284704.1	SCYGR3	227614538	2
ENSG00000226879	ENSG00000226879.1	RPL32P1	33057389	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000231286	ENSG00000231286.7	HLA-DQB1	32690241	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000165671	ENSG00000165671.20	NSD1	177133025	5
ENSG00000234853	ENSG00000234853.2	NDUFA5P3	19383217	9
ENSG00000280262	ENSG00000280262.1	AC093671.1	140498402	4
ENSG00000229685	ENSG00000229685.8	HLA-DPA1	33042507	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000228978	ENSG00000228978.2	TNF	31643520	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000166484	ENSG00000166484.20	MAPK7	19377721	17
ENSG00000234353	ENSG00000234353.2	AP000346.2	23638492	22
ENSG00000285911	ENSG00000285911.1	AL391834.3	19386927	9
ENSG00000125868	ENSG00000125868.16	DSTN	17570075	20
ENSG00000275609	ENSG00000275609.1	AP000346.3	23610329	22
ENSG00000255268	ENSG00000255268.2	AC130364.2	49824839	11
ENSG00000254487	ENSG00000254487.2	AC130364.1	49817778	11
ENSG00000177076	ENSG00000177076.6	ACER2	19409009	9
ENSG00000228315	ENSG00000228315.12	GUSBP11	23638487	22
ENSG00000146678	ENSG00000146678.10	IGFBP1	45888360	7
ENSG00000237914	ENSG00000237914.5	SIRPG-AS1	1633508	20
ENSG00000204044	ENSG00000204044.6	SLC12A5-AS1	46013500	20
ENSG00000089012	ENSG00000089012.14	SIRPG	1629152	20
ENSG00000255633	ENSG00000255633.5	MTRNR2L9	61574328	6
ENSG00000284667	ENSG00000284667.1	SCYGR5	227666804	2
ENSG00000231197	ENSG00000231197.1	BX927141.1	29878153	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000235498	ENSG00000235498.1	BX927141.2	29848896	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000100985	ENSG00000100985.7	MMP9	46008908	20
ENSG00000260912	ENSG00000260912.1	AL158206.1	19453209	9
ENSG00000224801	ENSG00000224801.1	HCG4P8	29824278	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000231909	ENSG00000231909.7	MAP1LC3BP1	19460926	9
ENSG00000223463	ENSG00000223463.3	HLA-H	29878611	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000103507	ENSG00000103507.14	BCKDK	31106107	16
ENSG00000287679	ENSG00000287679.1	AL355347.1	61870097	6
ENSG00000250686	ENSG00000250686.2	KHDRBS2-OT	61630233	6
ENSG00000112232	ENSG00000112232.9	KHDRBS2	61679961	6
ENSG00000235680	ENSG00000235680.8	HLA-G	29823861	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000230495	ENSG00000230495.1	AL132765.1	17599255	20
ENSG00000073331	ENSG00000073331.18	ALPK1	112285509	4
ENSG00000264054	ENSG00000264054.1	RPL31P9	67137611	18
ENSG00000224447	ENSG00000224447.1	HIST1H1PS2	26016379	6
ENSG00000265936	ENSG00000265936.1	AC091042.1	67375133	18
ENSG00000260578	ENSG00000260578.1	AC110597.1	67481791	18
ENSG00000227519	ENSG00000227519.1	AL008719.1	31963357	22
ENSG00000251215	ENSG00000251215.1	GOLGA5P1	39169210	5
ENSG00000230866	ENSG00000230866.2	LINC02558	31970823	22
ENSG00000236920	ENSG00000236920.2	AL590727.1	98210020	6
ENSG00000185638	ENSG00000185638.9	FTH1P14	34147036	X
ENSG00000233571	ENSG00000233571.1	AL592043.1	34206725	X
ENSG00000232346	ENSG00000232346.1	Z74021.1	32039490	22
ENSG00000273444	ENSG00000273444.1	AC006023.2	40107288	7
ENSG00000185448	ENSG00000185448.10	FAM47A	34129756	X
ENSG00000131944	ENSG00000131944.9	FAAP24	32972209	19
ENSG00000270577	ENSG00000270577.1	AC006023.1	40115685	7
ENSG00000236072	ENSG00000236072.1	AL592043.2	34387722	X
ENSG00000211597	ENSG00000211597.2	IGKJ1	88861886	2
ENSG00000233928	ENSG00000233928.6	AL591501.1	33726337	X
ENSG00000211859	ENSG00000211859.1	TRAJ30	22512852	14
ENSG00000211860	ENSG00000211860.1	TRAJ29	22513939	14
ENSG00000162591	ENSG00000162591.16	MEGF6	3487951	1
ENSG00000161992	ENSG00000161992.6	PRR35	560394	16
ENSG00000211861	ENSG00000211861.1	TRAJ28	22515623	14
ENSG00000286429	ENSG00000286429.1	BX004807.1	63487957	1
ENSG00000132915	ENSG00000132915.11	PDE6A	149857953	5
ENSG00000211862	ENSG00000211862.1	TRAJ27	22516273	14
ENSG00000254497	ENSG00000254497.1	AC103681.1	45253884	11
ENSG00000206428	ENSG00000206428.9	AIF1	31605413	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000116652	ENSG00000116652.6	DLEU2L	63547082	1
ENSG00000197565	ENSG00000197565.15	COL4A6	108155607	X
ENSG00000019505	ENSG00000019505.8	SYT13	45240302	11
ENSG00000211863	ENSG00000211863.1	TRAJ26	22518446	14
ENSG00000079739	ENSG00000079739.17	PGM1	63593411	1
ENSG00000206280	ENSG00000206280.7	ZBTB22	33243252	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000211864	ENSG00000211864.2	TRAJ25	22518812	14
ENSG00000211865	ENSG00000211865.1	TRAJ24	22519969	14
ENSG00000231314	ENSG00000231314.7	LTB	31647541	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000211866	ENSG00000211866.1	TRAJ23	22520416	14
ENSG00000226621	ENSG00000226621.1	AC083855.1	11290406	3
ENSG00000211867	ENSG00000211867.1	TRAJ22	22522040	14
ENSG00000124610	ENSG00000124610.4	HIST1H1A	26017085	6
ENSG00000235240	ENSG00000235240.1	AC026185.1	11488300	3
ENSG00000025772	ENSG00000025772.8	TOMM34	44942130	20
ENSG00000234564	ENSG00000234564.1	HSPA8P20	124204499	X
ENSG00000275714	ENSG00000275714.1	HIST1H3A	26020490	6
ENSG00000197548	ENSG00000197548.12	ATG7	11272309	3
ENSG00000278637	ENSG00000278637.1	HIST1H4A	26021679	6
ENSG00000234514	ENSG00000234514.8	LST1	31662426	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000169876	ENSG00000169876.13	MUC17	101020072	7
ENSG00000131378	ENSG00000131378.14	RFTN1	16313574	3
ENSG00000278705	ENSG00000278705.1	HIST1H4B	26026815	6
ENSG00000236880	ENSG00000236880.1	Z85995.1	124688504	X
ENSG00000232054	ENSG00000232054.1	NPM1P34	124280530	X
ENSG00000261465	ENSG00000261465.7	AC099518.4	19062144	16
ENSG00000072134	ENSG00000072134.15	EPN2	19215615	17
ENSG00000108424	ENSG00000108424.10	KPNB1	47649476	17
ENSG00000286522	ENSG00000286522.1	HIST1H3B	26031594	6
ENSG00000282419	ENSG00000282419.2	TEX13D	124246249	X
ENSG00000287458	ENSG00000287458.1	AL033519.4	35650997	6
ENSG00000242044	ENSG00000242044.1	CR933859.1	32690660	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000271868	ENSG00000271868.1	AC114810.1	3496956	2
ENSG00000235078	ENSG00000235078.1	AC231981.1	3519275	2
ENSG00000096060	ENSG00000096060.14	FKBP5	35573585	6
ENSG00000182551	ENSG00000182551.14	ADI1	3497366	2
ENSG00000239497	ENSG00000239497.7	LY6G5B	31659867	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000237426	ENSG00000237426.1	ZIK1P1	124173001	X
ENSG00000278463	ENSG00000278463.1	HIST1H2AB	26033176	6
ENSG00000268902	ENSG00000268902.3	CSAG2	152708261	X
ENSG00000261357	ENSG00000261357.1	AC099518.2	19065991	16
ENSG00000276410	ENSG00000276410.3	HIST1H2BB	26043277	6
ENSG00000170537	ENSG00000170537.13	TMC7	18983934	16
ENSG00000187391	ENSG00000187391.21	MAGI2	78017055	7
ENSG00000183091	ENSG00000183091.19	NEB	151485336	2
ENSG00000266076	ENSG00000266076.1	AC004805.1	65538102	17
ENSG00000225286	ENSG00000225286.1	AC005105.1	28615097	7
ENSG00000101104	ENSG00000101104.12	PABPC1L	44910062	20
ENSG00000270870	ENSG00000270870.1	AC004805.2	65654914	17
ENSG00000129946	ENSG00000129946.10	SHC2	416583	19
ENSG00000223750	ENSG00000223750.1	SIRPB3P	1665283	20
ENSG00000272050	ENSG00000272050.1	AL499627.2	62477870	20
ENSG00000260542	ENSG00000260542.1	AL499627.1	62513909	20
ENSG00000168646	ENSG00000168646.13	AXIN2	65528563	17
ENSG00000236550	ENSG00000236550.1	AL109809.3	1676662	20
ENSG00000230929	ENSG00000230929.5	AC099513.1	126628019	5
ENSG00000132514	ENSG00000132514.13	CLEC10A	7074537	17
ENSG00000270706	ENSG00000270706.1	PRMT1P1	177265580	5
ENSG00000009694	ENSG00000009694.13	TENM1	124375903	X
ENSG00000116704	ENSG00000116704.8	SLC35D1	66999350	1
ENSG00000105427	ENSG00000105427.10	CNFN	42387019	19
ENSG00000251583	ENSG00000251583.1	AC008427.1	149932014	5
ENSG00000272854	ENSG00000272854.1	AC004839.1	107579557	7
ENSG00000174407	ENSG00000174407.13	MIR1-1HG	62550453	20
ENSG00000269845	ENSG00000269845.1	AC092364.2	21750747	19
ENSG00000211868	ENSG00000211868.1	TRAJ21	22523600	14
ENSG00000164024	ENSG00000164024.12	METAP1	98995659	4
ENSG00000197020	ENSG00000197020.11	ZNF100	21722771	19
ENSG00000203965	ENSG00000203965.13	EFCAB7	63523372	1
ENSG00000174403	ENSG00000174403.16	MIR1-1HG-AS1	62544343	20
ENSG00000211869	ENSG00000211869.1	TRAJ20	22524325	14
ENSG00000120688	ENSG00000120688.9	WBP4	41061509	13
ENSG00000259094	ENSG00000259094.1	AC013457.1	118949306	2
ENSG00000211870	ENSG00000211870.1	TRAJ19	22525263	14
ENSG00000140600	ENSG00000140600.17	SH3GL3	83447228	15
ENSG00000019169	ENSG00000019169.10	MARCO	118942166	2
ENSG00000145365	ENSG00000145365.11	TIFA	112274537	4
ENSG00000211871	ENSG00000211871.1	TRAJ18	22525650	14
ENSG00000277957	ENSG00000277957.1	SENP3-EIF4A1	7563287	17
ENSG00000211872	ENSG00000211872.1	TRAJ17	22526844	14
ENSG00000268529	ENSG00000268529.1	CYP2T3P	41134722	19
ENSG00000251441	ENSG00000251441.3	RTEL1P1	112356135	4
ENSG00000211873	ENSG00000211873.1	TRAJ16	22528527	14
ENSG00000224476	ENSG00000224476.3	RPL36P16	41169861	19
ENSG00000206519	ENSG00000206519.3	RPL13AP	29582427	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000206513	ENSG00000206513.2	UBD	29555518	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000129245	ENSG00000129245.11	FXR2	7591230	17
ENSG00000255315	ENSG00000255315.1	OR8A3P	124531625	11
ENSG00000183386	ENSG00000183386.10	FHL3	37996770	1
ENSG00000254937	ENSG00000254937.1	AP000916.1	124538500	11
ENSG00000170953	ENSG00000170953.3	OR8B12	124539635	11
ENSG00000206512	ENSG00000206512.6	OR2H2	29587374	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000167600	ENSG00000167600.14	CYP2S1	41193210	19
ENSG00000229737	ENSG00000229737.2	TMEM183AP1	29577378	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000218749	ENSG00000218749.1	AL033519.1	35607628	6
ENSG00000144119	ENSG00000144119.4	C1QL2	119156243	2
ENSG00000214070	ENSG00000214070.3	AC011999.1	135897955	2
ENSG00000216762	ENSG00000216762.1	VN1R13P	27060365	6
ENSG00000132964	ENSG00000132964.12	CDK8	26254104	13
ENSG00000240388	ENSG00000240388.2	AC008799.1	91354478	5
ENSG00000219770	ENSG00000219770.1	VN1R11P	27083280	6
ENSG00000241059	ENSG00000241059.2	AC008799.2	91355380	5
ENSG00000272468	ENSG00000272468.1	AL021807.1	27122657	6
ENSG00000206511	ENSG00000206511.10	GABBR1	29555518	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000260288	ENSG00000260288.4	AC019294.2	75737820	15
ENSG00000271587	ENSG00000271587.1	AC004805.3	65644308	17
ENSG00000124635	ENSG00000124635.8	HIST1H2BJ	27125897	6
ENSG00000154240	ENSG00000154240.17	CEP112	65635537	17
ENSG00000185298	ENSG00000185298.13	CCDC137	81666737	17
ENSG00000138071	ENSG00000138071.13	ACTR2	65227753	2
ENSG00000167186	ENSG00000167186.11	COQ7	19067614	16
ENSG00000113643	ENSG00000113643.9	RARS	168486451	5
ENSG00000234816	ENSG00000234816.2	HIST1H2APS5	26043989	6
ENSG00000271136	ENSG00000271136.1	AL592504.1	34516920	X
ENSG00000246877	ENSG00000246877.1	DNM1P35	75727670	15
ENSG00000261043	ENSG00000261043.5	AC019294.3	75759501	15
ENSG00000268605	ENSG00000268605.1	AC011497.1	42424384	19
ENSG00000260815	ENSG00000260815.3	PPIAP47	75746769	15
ENSG00000155850	ENSG00000155850.7	SLC26A2	149960737	5
ENSG00000250496	ENSG00000250496.2	ABT1P1	99022311	4
ENSG00000079435	ENSG00000079435.10	LIPE	42401514	19
ENSG00000196900	ENSG00000196900.5	TEX43	126631705	5
ENSG00000270713	ENSG00000270713.1	AL132994.2	38973399	14
ENSG00000182950	ENSG00000182950.3	ODF3L1	75724041	15
ENSG00000273345	ENSG00000273345.5	AC104109.4	134205614	5
ENSG00000268628	ENSG00000268628.2	AL121761.1	19756390	20
ENSG00000124493	ENSG00000124493.13	GRM4	34018645	6
ENSG00000129194	ENSG00000129194.7	SOX15	7588178	17
ENSG00000270739	ENSG00000270739.1	AC090953.1	16275060	3
ENSG00000132669	ENSG00000132669.13	RIN2	19757606	20
ENSG00000204237	ENSG00000204237.5	OXLD1	81665036	17
ENSG00000187048	ENSG00000187048.13	CYP4A11	46929177	1
ENSG00000271964	ENSG00000271964.1	AC090948.1	16314439	3
ENSG00000164296	ENSG00000164296.7	TIGD6	149993118	5
ENSG00000272498	ENSG00000272498.1	AC090948.2	16339308	3
ENSG00000113575	ENSG00000113575.10	PPP2CA	134194332	5
ENSG00000226094	ENSG00000226094.1	RPL7P3	62572671	20
ENSG00000272529	ENSG00000272529.1	AC090948.3	16345126	3
ENSG00000213630	ENSG00000213630.3	BOLA3P3	126663337	5
ENSG00000128602	ENSG00000128602.11	SMO	129188633	7
ENSG00000264490	ENSG00000264490.3	BX640514.1	62575590	20
ENSG00000154814	ENSG00000154814.14	OXNAD1	16265160	3
ENSG00000249768	ENSG00000249768.2	HSPE1P10	126737438	5
ENSG00000275678	ENSG00000275678.1	AL133320.1	67121605	1
ENSG00000251072	ENSG00000251072.2	LMNB1-DT	126751963	5
ENSG00000264772	ENSG00000264772.6	AC016876.2	7572826	17
ENSG00000112981	ENSG00000112981.5	NME5	138115175	5
ENSG00000113716	ENSG00000113716.13	HMGXB3	150000046	5
ENSG00000203963	ENSG00000203963.11	C1orf141	67092165	1
ENSG00000273812	ENSG00000273812.3	BX640514.2	62596732	20
ENSG00000196119	ENSG00000196119.7	OR8A1	124566660	11
ENSG00000229882	ENSG00000229882.1	AL450469.1	62633772	20
ENSG00000232412	ENSG00000232412.1	AL121601.1	123959233	X
ENSG00000232121	ENSG00000232121.1	AL450469.2	62633681	20
ENSG00000183918	ENSG00000183918.16	SH2D1A	124227868	X
ENSG00000228415	ENSG00000228415.3	PTMAP1	30633632	6
ENSG00000161960	ENSG00000161960.15	EIF4A1	7572706	17
ENSG00000255341	ENSG00000255341.1	OR8Q1P	124601584	11
ENSG00000189377	ENSG00000189377.8	CXCL17	42428288	19
ENSG00000268184	ENSG00000268184.1	AC092364.1	21768772	19
ENSG00000233681	ENSG00000233681.1	CEACAMP1	42620212	19
ENSG00000198759	ENSG00000198759.12	EGFL6	13569601	X
ENSG00000277911	ENSG00000277911.1	AC243773.2	36980167	17
ENSG00000269374	ENSG00000269374.1	AC011497.2	42485076	19
ENSG00000278638	ENSG00000278638.2	AC244093.5	37045228	17
ENSG00000272772	ENSG00000272772.1	AC104109.3	134167170	5
ENSG00000168005	ENSG00000168005.9	SPINDOC	63813456	11
ENSG00000260338	ENSG00000260338.2	LINC01570	5596856	16
ENSG00000277579	ENSG00000277579.1	AC244093.3	37034668	17
ENSG00000213904	ENSG00000213904.9	LIPE-AS1	42397128	19
ENSG00000277589	ENSG00000277589.1	AC244093.4	36998598	17
ENSG00000254427	ENSG00000254427.2	AC103736.1	45355371	11
ENSG00000243230	ENSG00000243230.1	AC011005.4	129209775	7
ENSG00000162594	ENSG00000162594.15	IL23R	67138907	1
ENSG00000113558	ENSG00000113558.18	SKP1	134148935	5
ENSG00000275700	ENSG00000275700.5	AATF	36948954	17
ENSG00000272777	ENSG00000272777.1	AC019131.2	99067256	4
ENSG00000257180	ENSG00000257180.1	AC009135.1	6056975	16
ENSG00000241907	ENSG00000241907.1	RPS20P4	150021567	5
ENSG00000236992	ENSG00000236992.2	RPL12P12	19823443	20
ENSG00000248696	ENSG00000248696.1	AC011406.1	150014785	5
ENSG00000260197	ENSG00000260197.1	AC010889.1	19691941	Y
ENSG00000082397	ENSG00000082397.17	EPB41L3	5392381	18
ENSG00000280281	ENSG00000280281.1	AL049781.1	32879246	14
ENSG00000227336	ENSG00000227336.1	LINC00434	60214352	13
ENSG00000078328	ENSG00000078328.20	RBFOX1	5239802	16
ENSG00000101972	ENSG00000101972.18	STAG2	123960212	X
ENSG00000286018	ENSG00000286018.1	AF129075.3	29063446	21
ENSG00000124469	ENSG00000124469.12	CEACAM8	42580243	19
ENSG00000238213	ENSG00000238213.1	TARDBPP2	60274776	13
ENSG00000156261	ENSG00000156261.13	CCT8	29055805	21
ENSG00000269136	ENSG00000269136.1	BRI3BPP1	21800480	19
ENSG00000277549	ENSG00000277549.1	AL359920.1	60322591	13
ENSG00000105229	ENSG00000105229.7	PIAS4	4007736	19
ENSG00000233357	ENSG00000233357.2	RPL30P15	13574746	X
ENSG00000256280	ENSG00000256280.1	AP006289.1	63834667	11
ENSG00000228025	ENSG00000228025.1	MTCO3P1	32739769	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000211875	ENSG00000211875.1	TRAJ14	22530327	14
ENSG00000234740	ENSG00000234740.1	AL162386.2	13274510	9
ENSG00000255041	ENSG00000255041.1	AC103855.3	45387215	11
ENSG00000254651	ENSG00000254651.1	AC018716.1	45399448	11
ENSG00000211876	ENSG00000211876.1	TRAJ13	22531076	14
ENSG00000248300	ENSG00000248300.1	LINC02360	11740948	4
ENSG00000267801	ENSG00000267801.1	AC087289.6	75876372	17
ENSG00000128791	ENSG00000128791.12	TWSG1	9334767	18
ENSG00000254746	ENSG00000254746.6	AC103855.2	45486867	11
ENSG00000228368	ENSG00000228368.1	AC106873.1	116965846	7
ENSG00000132481	ENSG00000132481.7	AC087289.1	75874164	17
ENSG00000230558	ENSG00000230558.2	CEACAMP2	42560433	19
ENSG00000249631	ENSG00000249631.6	AC005699.1	11625714	4
ENSG00000213050	ENSG00000213050.5	TPM3P1	116972165	7
ENSG00000132199	ENSG00000132199.20	ENOSF1	670318	18
ENSG00000169871	ENSG00000169871.13	TRIM56	101085481	7
ENSG00000180610	ENSG00000180610.10	ZBTB12BP	39770081	4
ENSG00000183305	ENSG00000183305.13	MAGEA2B	152714586	X
ENSG00000078140	ENSG00000078140.14	UBE2K	39698109	4
ENSG00000079385	ENSG00000079385.22	CEACAM1	42507304	19
ENSG00000105520	ENSG00000105520.10	PLPPR2	11355386	19
ENSG00000180279	ENSG00000180279.7	LINC01869	50808874	19
ENSG00000187475	ENSG00000187475.5	HIST1H1T	26107419	6
ENSG00000187837	ENSG00000187837.3	HIST1H1C	26055787	6
ENSG00000286418	ENSG00000286418.1	AC018716.2	45397590	11
ENSG00000287509	ENSG00000287509.1	AP001033.3	9335269	18
ENSG00000287080	ENSG00000287080.1	HIST1H3C	26045411	6
ENSG00000211877	ENSG00000211877.1	TRAJ12	22531939	14
ENSG00000225211	ENSG00000225211.6	NCR3	31665195	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000284711	ENSG00000284711.1	AC010325.3	50808145	19
ENSG00000255267	ENSG00000255267.4	LINC02687	45371397	11
ENSG00000179387	ENSG00000179387.10	ELMOD2	140524168	4
ENSG00000255519	ENSG00000255519.1	AC103855.4	45514187	11
ENSG00000010704	ENSG00000010704.18	HFE	26087281	6
ENSG00000287270	ENSG00000287270.1	AL137140.1	77569175	13
ENSG00000100170	ENSG00000100170.9	SLC5A1	32043032	22
ENSG00000136155	ENSG00000136155.17	SCEL	77535674	13
ENSG00000264558	ENSG00000264558.1	AC015674.1	47682417	17
ENSG00000287377	ENSG00000287377.1	AC090948.4	16361348	3
ENSG00000138768	ENSG00000138768.14	USO1	75724593	4
ENSG00000288050	ENSG00000288050.1	AC010727.1	16444540	3
ENSG00000231989	ENSG00000231989.4	PPP1R2B	156850538	5
ENSG00000166478	ENSG00000166478.10	ZNF143	9460319	11
ENSG00000258975	ENSG00000258975.1	AL133279.2	88136733	14
ENSG00000259998	ENSG00000259998.1	AL133279.3	88158240	14
ENSG00000237727	ENSG00000237727.7	AIF1	31602592	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000184155	ENSG00000184155.8	OR10J5	159535078	1
ENSG00000280374	ENSG00000280374.1	AC019080.5	177317715	2
ENSG00000144233	ENSG00000144233.9	AMMECR1L	127861630	2
ENSG00000116044	ENSG00000116044.16	NFE2L2	177227595	2
ENSG00000134313	ENSG00000134313.15	KIDINS220	8721081	2
ENSG00000282650	ENSG00000282650.1	MEIOB	1874025	CHR_HSCHR16_4_CTG1
ENSG00000282469	ENSG00000282469.1	LINC00254	1880310	CHR_HSCHR16_4_CTG1
ENSG00000249019	ENSG00000249019.2	AC108471.1	39713842	4
ENSG00000166482	ENSG00000166482.11	MFAP4	19383442	17
ENSG00000101187	ENSG00000101187.16	SLCO4A1	62642503	20
ENSG00000166682	ENSG00000166682.13	TMPRSS5	113687547	11
ENSG00000226550	ENSG00000226550.1	CR759848.1	32751146	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000254003	ENSG00000254003.1	AC003991.2	88216660	7
ENSG00000231100	ENSG00000231100.1	AL606752.1	159557368	1
ENSG00000180871	ENSG00000180871.8	CXCR2	218125289	2
ENSG00000075142	ENSG00000075142.13	SRI	88205118	7
ENSG00000268279	ENSG00000268279.4	AC090004.1	14135217	3
ENSG00000170876	ENSG00000170876.7	TMEM43	14124940	3
ENSG00000165457	ENSG00000165457.14	FOLR2	72216601	11
ENSG00000265472	ENSG00000265472.1	AC022655.2	67707929	18
ENSG00000263424	ENSG00000263424.1	AC110597.3	67506589	18
ENSG00000198521	ENSG00000198521.11	ZNF43	21804949	19
ENSG00000280310	ENSG00000280310.1	AC092437.1	4820405	4
ENSG00000258538	ENSG00000258538.5	AL133279.1	88175391	14
ENSG00000273396	ENSG00000273396.3	LINC01396	4844188	4
ENSG00000265240	ENSG00000265240.1	AC114689.2	67830671	18
ENSG00000265555	ENSG00000265555.1	LINC01903	67808505	18
ENSG00000100433	ENSG00000100433.15	KCNK10	88180103	14
ENSG00000264040	ENSG00000264040.1	AC022662.1	67602692	18
ENSG00000263594	ENSG00000263594.2	AC022655.1	67672221	18
ENSG00000163132	ENSG00000163132.8	MSX1	4859665	4
ENSG00000171451	ENSG00000171451.14	DSEL	67506587	18
ENSG00000251587	ENSG00000251587.1	LDHAP1	4894182	4
ENSG00000284957	ENSG00000284957.1	AF131216.5	11479203	8
ENSG00000259832	ENSG00000259832.1	CYP4A26P	46967679	1
ENSG00000265533	ENSG00000265533.1	AC114689.3	67516546	18
ENSG00000261196	ENSG00000261196.1	CYP4A43P	46994382	1
ENSG00000264104	ENSG00000264104.1	AC114689.1	67788268	18
ENSG00000261593	ENSG00000261593.1	CYP4A27P	47000898	1
ENSG00000115107	ENSG00000115107.20	STEAP3	119223831	2
ENSG00000167046	ENSG00000167046.4	AL357033.1	62640719	20
ENSG00000140463	ENSG00000140463.14	BBS4	72686179	15
ENSG00000179546	ENSG00000179546.4	HTR1D	23191895	1
ENSG00000230820	ENSG00000230820.2	AC000362.1	126980967	7
ENSG00000232803	ENSG00000232803.1	SLCO4A1-AS1	62663019	20
ENSG00000134007	ENSG00000134007.4	ADAM20	70522358	14
ENSG00000215381	ENSG00000215381.3	AL109936.1	23244765	1
ENSG00000179603	ENSG00000179603.17	GRM8	126438598	7
ENSG00000185250	ENSG00000185250.15	PPIL6	109390215	6
ENSG00000261326	ENSG00000261326.4	LINC01355	23281307	1
ENSG00000139985	ENSG00000139985.6	ADAM21	70452157	14
ENSG00000161649	ENSG00000161649.13	CD300LG	43847148	17
ENSG00000196787	ENSG00000196787.3	HIST1H2AG	27133042	6
ENSG00000211878	ENSG00000211878.1	TRAJ11	22532502	14
ENSG00000277496	ENSG00000277496.1	AL357033.4	62648961	20
ENSG00000257759	ENSG00000257759.2	AL357153.2	70425812	14
ENSG00000239615	ENSG00000239615.1	AC104109.1	134267421	5
ENSG00000284726	ENSG00000284726.1	AL109936.6	23297797	1
ENSG00000259158	ENSG00000259158.4	ADAM20P1	70453541	14
ENSG00000211879	ENSG00000211879.1	TRAJ10	22533497	14
ENSG00000276317	ENSG00000276317.1	AL357033.3	62651272	20
ENSG00000276180	ENSG00000276180.1	HIST1H4I	27138588	6
ENSG00000229661	ENSG00000229661.1	BUD31P2	75201491	X
ENSG00000081059	ENSG00000081059.20	TCF7	134114681	5
ENSG00000268438	ENSG00000268438.1	BNIP3P27	21826513	19
ENSG00000271716	ENSG00000271716.1	AC022001.2	11607184	3
ENSG00000094841	ENSG00000094841.14	UPRT	75156388	X
